pair	gene_name_a	gene_name_b	contact_probability	pDockQ	PPV_from_pDockQ	model_confidence	iPAE	CCC	orf_name_a	orf_name_b	MAPPIT_result	GPCA_result	novel	no_previous_structure
YBL026W_YDR378C	LSM2	LSM6	0.99973047	0.454	0.88570037	0.823336065991932	3.7158864	48	YBL026W	YDR378C	True	False	False	False
YAL036C_YOR279C	RBG1	RFM1	0.68972754	0.075	0.66728511	0.4064389511751848	18.603716	0	YAL036C	YOR279C	False	False	True	True
YGL181W_YPR166C	GTS1	MRP2	0.30023682	0.0	0.0	0.1722307906621049	50.0	0	YGL181W	YPR166C	False	False	True	True
YGR168C_YIL065C	YGR168C	FIS1	0.58987194	0.035	0.63555449	0.3021624871130595	22.25433	0	YGR168C	YIL065C	False	False	True	True
YDL127W_YMR068W	PCL2	AVO2	0.86158323	0.152	0.71391784	0.32335112493296403	25.355394	0	YDL127W	YMR068W	False	False	True	True
YIL089W_YPR063C	YIL089W	YPR063C	0.97465193	0.091	0.66728511	0.5403015983849914	4.61019	19	YIL089W	YPR063C	False	False	True	True
YGR168C_YOR368W	YGR168C	RAD17	0.8248831	0.076	0.66728511	0.35076653762012017	26.780712	0	YGR168C	YOR368W	False	False	True	True
YDR347W_YJR101W	MRP1	RSM26	0.9995252	0.546	0.91629946	0.8325351884481311	6.905808	59	YDR347W	YJR101W	True	False	False	True
YBR109C_YCL063W	CMD1	VAC17	0.8237911	0.096	0.66728511	0.339333508086908	23.372633	0	YBR109C	YCL063W	False	False	True	True
YFR043C_YLR170C	IRC6	APS1	0.98544407	0.284	0.80223507	0.7908041312757784	3.17839	47	YFR043C	YLR170C	False	False	False	True
YHL029C_YNL099C	OCA5	OCA1	0.73285294	0.088	0.66728511	0.4488076494624746	16.509897	0	YHL029C	YNL099C	False	False	False	True
YDL242W_YGL119W	YDL242W	COQ8	0.6265508	0.039	0.63555449	0.36690066104797947	23.346945	0	YDL242W	YGL119W	False	False	True	True
YMR094W_YMR168C	CTF13	CEP3	0.9802947	0.419	0.87116417	0.8104557193223652	6.3932333	33	YMR094W	YMR168C	False	False	False	False
YLR368W_YMR068W	MDM30	AVO2	0.5631641	0.09	0.66728511	0.4065511341675313	20.774057	0	YLR368W	YMR068W	False	False	True	True
YER092W_YLR423C	IES5	ATG17	0.6371123	0.096	0.66728511	0.34541700966577593	24.5814	0	YER092W	YLR423C	True	False	True	True
YDR446W_YEL005C	ECM11	VAB2	0.4387614	0.029	0.55890174	0.14985793041219986	26.46702	0	YDR446W	YEL005C	False	False	True	True
YBR269C_YKL075C	SDH8	YKL075C	0.85230184	0.168	0.73044282	0.4167968901577127	23.510338	0	YBR269C	YKL075C	False	False	True	True
YDR434W_YNL125C	GPI17	ESBP6	0.30838972	0.101	0.68635536	0.27465047650302876	26.63637	0	YDR434W	YNL125C	False	False	True	True
YMR168C_YPL173W	CEP3	MRPL40	0.8251953	0.241	0.77766077	0.5757292133126741	28.923666	0	YMR168C	YPL173W	False	False	True	True
YMR239C_YOL149W	RNT1	DCP1	0.3287785	0.031	0.63555449	0.20544177613340237	24.82899	0	YMR239C	YOL149W	False	False	True	True
YMR213W_YNL189W	CEF1	SRP1	0.16623054	0.023	0.55890174	0.22582753662315824	29.195816	0	YMR213W	YNL189W	False	False	True	True
YJR050W_YLR048W	ISY1	RPS0B	0.2870768	0.046	0.63555449	0.22341843453147442	25.54199	0	YJR050W	YLR048W	False	False	True	True
YDR453C_YLL029W	TSA2	FRA1	0.15534905	0.054	0.63555449	0.30600577485322444	26.831076	0	YDR453C	YLL029W	False	False	False	True
YER094C_YOR313C	PUP3	SPS4	0.8870411	0.204	0.75941223	0.6432283910931422	12.348957	0	YER094C	YOR313C	False	False	True	True
YJR135C_YLR381W	MCM22	CTF3	0.9982599	0.62	0.9400192	0.6497040355480524	16.637827	124	YJR135C	YLR381W	False	False	False	False
YDL097C_YOR158W	RPN6	PET123	0.6147869	0.056	0.63555449	0.3148987825331684	27.637417	0	YDL097C	YOR158W	False	False	True	True
YML108W_YPL225W	YML108W	YPL225W	0.9973003	0.324	0.82238224	0.8380990458250209	3.8388462	34	YML108W	YPL225W	False	False	True	True
YER009W_YLR335W	NTF2	NUP2	0.85695755	0.474	0.88570037	0.6576103561315827	14.451389	1	YER009W	YLR335W	False	False	True	True
YLR288C_YNL067W-B	MEC3	YNL067W-B	0.9991367	0.203	0.75941223	0.6696104389488201	5.371232	49	YLR288C	YNL067W-B	False	False	True	True
YDR246W_YDR472W	TRS23	TRS31	0.9887005	0.351	0.84294946	0.7034020934745657	3.4803758	35	YDR246W	YDR472W	False	False	False	False
YCR068W_YNL125C	ATG15	ESBP6	0.60914254	0.082	0.66728511	0.42866256140632547	26.086819	0	YCR068W	YNL125C	False	True	True	True
YAL039C_YNL189W	CYC3	SRP1	0.49915227	0.17	0.73044282	0.2793098945545899	26.752346	0	YAL039C	YNL189W	False	False	True	True
YLL029W_YMR239C	FRA1	RNT1	0.14284688	0.028	0.55890174	0.2591710462411718	28.817661	0	YLL029W	YMR239C	False	False	True	True
YHR015W_YOR157C	MIP6	PUP1	0.14187136	0.04	0.63555449	0.20341285456543184	26.434944	0	YHR015W	YOR157C	False	False	True	True
YDL147W_YDR427W	RPN5	RPN9	0.98830044	0.288	0.80223507	0.7224284547520471	4.152541	36	YDL147W	YDR427W	True	True	False	False
YJL163C_YLR268W	YJL163C	SEC22	0.56610453	0.088	0.66728511	0.2952090800799928	18.245594	0	YJL163C	YLR268W	False	False	True	True
YMR298W_YPR159W	LIP1	KRE6	0.32671964	0.023	0.55890174	0.26917367874083376	25.706505	0	YMR298W	YPR159W	False	False	True	True
YEL037C_YIL148W	RAD23	RPL40A	0.7906477	0.137	0.70615739	0.4400087707130523	11.574457	0	YEL037C	YIL148W	False	True	False	False
YNR039C_YPL218W	ZRG17	SAR1	0.29479435	0.127	0.70615739	0.25909472330822625	26.804764	0	YNR039C	YPL218W	False	False	True	True
YDR375C_YLR108C	BCS1	YLR108C	0.53266037	0.073	0.66728511	0.2943295089653766	21.74705	0	YDR375C	YLR108C	False	False	True	True
YBR228W_YGR198W	SLX1	YPP1	0.8049593	0.136	0.70615739	0.7099681616691907	10.522419	0	YBR228W	YGR198W	False	False	True	True
YMR240C_YOR319W	CUS1	HSH49	0.9991698	0.557	0.91629946	0.5244158764427099	2.2169907	81	YMR240C	YOR319W	True	False	False	False
YFR015C_YLR258W	GSY1	GSY2	0.9879176	0.64	0.96322524	0.7351777657043992	3.9947472	92	YFR015C	YLR258W	True	True	False	False
YGR168C_YPL112C	YGR168C	PEX25	0.59327054	0.054	0.63555449	0.3489167239823599	21.655745	0	YGR168C	YPL112C	False	False	False	True
YDR295C_YOL069W	HDA2	NUF2	0.9395735	0.263	0.78549007	0.33885108045655166	29.662395	21	YDR295C	YOL069W	False	False	False	True
YDR320C-A_YLR313C	DAD4	SPH1	0.61078286	0.062	0.63555449	0.3207634853402554	21.633278	0	YDR320C-A	YLR313C	False	False	True	True
YEL042W_YNL125C	GDA1	ESBP6	0.4584921	0.124	0.70615739	0.2778785814007616	25.513233	0	YEL042W	YNL125C	False	True	True	True
YLR031W_YOR158W	YLR031W	PET123	0.4786566	0.04	0.63555449	0.19254177216735077	27.423199	0	YLR031W	YOR158W	False	False	True	True
YIL148W_YML097C	RPL40A	VPS9	0.7886729	0.067	0.63555449	0.48564421663773943	24.7143	0	YIL148W	YML097C	False	False	True	True
YGR048W_YOR368W	UFD1	RAD17	0.83491147	0.026	0.55890174	0.5082855452453552	11.524771	0	YGR048W	YOR368W	False	False	True	True
YER094C_YGR057C	PUP3	LST7	0.5489933	0.126	0.70615739	0.29131534498023137	23.22261	0	YER094C	YGR057C	False	False	True	True
YIL152W_YLR368W	YIL152W	MDM30	0.90133476	0.154	0.73044282	0.5426773841445449	25.04982	0	YIL152W	YLR368W	False	False	True	True
YDR318W_YNL189W	MCM21	SRP1	0.8316124	0.176	0.73044282	0.46658110827248667	27.590908	0	YDR318W	YNL189W	False	False	True	True
YGR057C_YJR046W	LST7	TAH11	0.59512234	0.097	0.66728511	0.3286880533944447	23.004519	0	YGR057C	YJR046W	False	False	True	True
YDR079C-A_YLR433C	TFB5	CNA1	0.6126109	0.055	0.63555449	0.4347091075015732	18.468227	0	YDR079C-A	YLR433C	False	False	True	True
YBR130C_YHR107C	SHE3	CDC12	0.9120801	0.303	0.81190228	0.2692753497662623	17.135994	4	YBR130C	YHR107C	False	False	False	True
YIL103W_YJR097W	DPH1	JJJ3	0.9995934	0.677	0.98128027	0.8560853714715577	4.313991	121	YIL103W	YJR097W	False	False	False	True
YGR153W_YML088W	YGR153W	UFO1	0.8264015	0.128	0.70615739	0.3095354287524674	27.433453	0	YGR153W	YML088W	False	False	True	True
YDR498C_YGL145W	SEC20	TIP20	0.99876505	0.613	0.9400192	0.7507763029946461	8.9227295	105	YDR498C	YGL145W	False	False	False	False
YBR127C_YGR117C	VMA2	YGR117C	0.990107	0.344	0.83367787	0.757440438263255	3.5439363	42	YBR127C	YGR117C	False	False	False	True
YBR273C_YMR276W	UBX7	DSK2	0.9848852	0.087	0.66728511	0.2971593810020281	29.248154	31	YBR273C	YMR276W	False	False	True	True
YJR015W_YPL218W	YJR015W	SAR1	0.2955437	0.131	0.70615739	0.32229750193259327	23.492027	0	YJR015W	YPL218W	False	False	True	True
YDR016C_YJR135C	DAD1	MCM22	0.84684145	0.101	0.68635536	0.2718433837746684	20.185163	0	YDR016C	YJR135C	False	False	False	True
YGL068W_YPL077C	MNP1	YPL077C	0.60511386	0.045	0.63555449	0.18760404796977506	15.191895	0	YGL068W	YPL077C	True	False	True	True
YBR103W_YBR122C	SIF2	MRPL36	0.7415257	0.138	0.70615739	0.3020483866840256	16.974838	0	YBR103W	YBR122C	False	False	True	True
YEL037C_YPL096W	RAD23	PNG1	0.9991364	0.562	0.91629946	0.7850940723361958	15.115512	56	YEL037C	YPL096W	True	True	False	False
YCL055W_YGL192W	KAR4	IME4	0.9997758	0.714	0.98128027	0.8213899522144056	3.8164697	211	YCL055W	YGL192W	False	False	True	False
YCR057C_YLR409C	PWP2	UTP21	0.9947517	0.714	0.98128027	0.8341587590262607	6.505884	234	YCR057C	YLR409C	False	False	False	False
YBR230C_YNL100W	OM14	MIC27	0.44407862	0.035	0.63555449	0.1705823457847987	22.144007	0	YBR230C	YNL100W	False	False	True	True
YFR050C_YGR067C	PRE4	YGR067C	0.46378398	0.068	0.63555449	0.32346314986357516	26.610851	0	YFR050C	YGR067C	False	False	False	True
YEL029C_YNR027W	BUD16	BUD17	0.9997967	0.688	0.98128027	0.9311861838908306	2.2670965	120	YEL029C	YNR027W	True	True	False	True
YDR265W_YGR133W	PEX10	PEX4	0.8518591	0.187	0.74006263	0.5719954754566233	12.175076	0	YDR265W	YGR133W	False	False	False	True
YPL151C_YPR083W	PRP46	MDM36	0.31038815	0.058	0.63555449	0.2255449579677156	28.729008	0	YPL151C	YPR083W	False	False	True	True
YDL242W_YJL036W	YDL242W	SNX4	0.6447751	0.067	0.63555449	0.34646571397249704	22.822258	0	YDL242W	YJL036W	False	False	True	True
YMR153W_YNL234W	NUP53	YNL234W	0.9612036	0.234	0.77766077	0.46076559938653444	20.209423	29	YMR153W	YNL234W	True	False	True	True
YER149C_YIR017C	PEA2	MET28	0.6754342	0.052	0.63555449	0.2224522586848751	25.560444	0	YER149C	YIR017C	False	False	True	True
YIL065C_YLR356W	FIS1	ATG33	0.647406	0.079	0.66728511	0.3021363693557696	16.50862	0	YIL065C	YLR356W	False	False	True	True
YDR013W_YPR175W	PSF1	DPB2	0.97343326	0.39	0.86040801	0.7711175476278294	11.118441	41	YDR013W	YPR175W	False	False	False	False
YGR048W_YNL155W	UFD1	CUZ1	0.25425726	0.056	0.63555449	0.18938664757011348	24.887177	0	YGR048W	YNL155W	False	False	True	True
YJL125C_YNL062C	GCD14	GCD10	0.99928266	0.722	0.98128027	0.8763686564289059	3.94849	203	YJL125C	YNL062C	True	True	False	False
YDR175C_YKR027W	RSM24	BCH2	0.25163013	0.145	0.71391784	0.26812306599246566	28.09637	0	YDR175C	YKR027W	False	False	True	True
YJR068W_YNL290W	RFC2	RFC3	0.95984375	0.65	0.96322524	0.7544702298411744	7.9365172	45	YJR068W	YNL290W	True	False	False	False
YHL004W_YML088W	MRP4	UFO1	0.5440887	0.101	0.68635536	0.2489144103975129	27.76121	0	YHL004W	YML088W	True	False	True	True
YJR051W_YLR297W	OSM1	YLR297W	0.9018451	0.156	0.73044282	0.3125952822489556	10.256189	0	YJR051W	YLR297W	False	False	True	True
YIL057C_YNL036W	RGI2	NCE103	0.36868182	0.202	0.75941223	0.2888043467243584	23.824213	0	YIL057C	YNL036W	False	False	True	True
YGR142W_YLR351C	BTN2	NIT3	0.35113654	0.225	0.77766077	0.22771504822240213	25.361496	0	YGR142W	YLR351C	False	False	True	True
YBR060C_YLR368W	ORC2	MDM30	0.5888415	0.477	0.88570037	0.31577367735529305	28.048813	0	YBR060C	YLR368W	False	False	True	True
YLR368W_YPL018W	MDM30	CTF19	0.22574486	0.074	0.66728511	0.26263009193146475	28.138191	0	YLR368W	YPL018W	False	False	True	True
YIR024C_YOL069W	INA22	NUF2	0.69210136	0.049	0.63555449	0.2070715082183312	29.632864	0	YIR024C	YOL069W	False	False	True	True
YDR142C_YGR168C	PEX7	YGR168C	0.65454024	0.074	0.66728511	0.33314308584707475	17.511003	0	YDR142C	YGR168C	False	False	True	True
YIL092W_YNL193W	YIL092W	YNL193W	0.9809113	0.409	0.87116417	0.6528871952590295	26.11816	13	YIL092W	YNL193W	False	False	True	True
YDL049C_YPL070W	KNH1	MUK1	0.80116296	0.073	0.66728511	0.33735392081525817	26.610107	0	YDL049C	YPL070W	False	False	True	True
YOR039W_YOR061W	CKB2	CKA2	0.9591328	0.323	0.82238224	0.7742319179214978	4.102173	28	YOR039W	YOR061W	False	False	False	False
YDR067C_YOR185C	OCA6	GSP2	0.9910536	0.47	0.88570037	0.8393210083845772	2.5680528	36	YDR067C	YOR185C	False	False	True	True
YGR018C_YGR142W	YGR018C	BTN2	0.6741632	0.136	0.70615739	0.27365637017768085	22.25589	0	YGR018C	YGR142W	False	False	True	True
YDR308C_YML051W	SRB7	GAL80	0.66404295	0.172	0.73044282	0.5052618841657313	22.595776	0	YDR308C	YML051W	False	False	True	True
YDR088C_YDR416W	SLU7	SYF1	0.34915936	0.047	0.63555449	0.25750653657441147	28.03299	0	YDR088C	YDR416W	False	False	False	True
YBR270C_YER094C	BIT2	PUP3	0.44328055	0.093	0.66728511	0.298404461134276	23.010998	0	YBR270C	YER094C	False	False	True	True
YHR166C_YHR169W	CDC23	DBP8	0.8261557	0.156	0.73044282	0.3582348485871769	24.98022	0	YHR166C	YHR169W	True	False	True	True
YDR311W_YML064C	TFB1	TEM1	0.7238525	0.235	0.77766077	0.4244939876373731	23.46001	0	YDR311W	YML064C	False	False	True	True
YLR440C_YLR452C	SEC39	SST2	0.23956282	0.094	0.66728511	0.2570503383656631	25.885971	0	YLR440C	YLR452C	False	False	True	True
YLL029W_YNL189W	FRA1	SRP1	0.93152255	0.185	0.74006263	0.6770388896351185	6.86738	5	YLL029W	YNL189W	False	False	True	True
YJL036W_YML064C	SNX4	TEM1	0.5970945	0.108	0.68635536	0.43763570990555656	15.570118	0	YJL036W	YML064C	False	False	True	True
YNL193W_YPL180W	YNL193W	TCO89	0.9882853	0.46	0.88570037	0.707309675801235	16.212997	63	YNL193W	YPL180W	False	False	True	True
YBR002C_YML064C	RER2	TEM1	0.30372137	0.201	0.75941223	0.24789735534911833	24.075104	0	YBR002C	YML064C	False	False	True	True
YGR168C_YOR089C	YGR168C	VPS21	0.21751964	0.032	0.63555449	0.17442860283574788	26.558052	0	YGR168C	YOR089C	False	False	True	True
YDR142C_YEL009C-A	PEX7	YEL009C-A	0.51081157	0.081	0.66728511	0.41079765296746673	14.615388	0	YDR142C	YEL009C-A	False	False	True	True
YCR086W_YFR028C	CSM1	CDC14	0.53078437	0.094	0.66728511	0.28733907696338684	25.673546	0	YCR086W	YFR028C	False	False	False	True
YMR153W_YPL191C	NUP53	YPL191C	0.96384025	0.114	0.68635536	0.6364881793438053	6.7937164	14	YMR153W	YPL191C	False	False	True	True
YDL087C_YLL007C	LUC7	LMO1	0.6048132	0.172	0.73044282	0.34686164060727936	23.08311	0	YDL087C	YLL007C	True	False	True	True
YBR282W_YLR117C	MRPL27	CLF1	0.18024293	0.0	0.0	0.1934469077845804	50.0	0	YBR282W	YLR117C	False	False	True	True
YAL020C_YBL071W-A	ATS1	KTI11	0.9997539	0.437	0.87822061	0.9190145304215804	2.2109256	69	YAL020C	YBL071W-A	True	True	False	False
YNL287W_YPL010W	SEC21	RET3	0.99963397	0.696	0.98128027	0.8089907187280257	3.3010583	178	YNL287W	YPL010W	True	True	False	False
YFL060C_YMR096W	SNO3	SNZ1	0.9998604	0.665	0.98128027	0.9294995948492515	2.2327175	84	YFL060C	YMR096W	False	False	True	True
YBR026C_YDL043C	ETR1	PRP11	0.3814255	0.1	0.68635536	0.22851431390356958	25.589405	0	YBR026C	YDL043C	False	False	True	True
YOR176W_YPL018W	HEM15	CTF19	0.87525976	0.317	0.82238224	0.6150138598709948	8.22295	0	YOR176W	YPL018W	False	False	True	True
YDR076W_YLR078C	RAD55	BOS1	0.5943068	0.056	0.63555449	0.2613314530811572	27.24752	0	YDR076W	YLR078C	False	False	True	True
YGR048W_YPL049C	UFD1	DIG1	0.86108565	0.092	0.66728511	0.355756936792436	26.999031	0	YGR048W	YPL049C	False	False	True	True
YGR239C_YLR291C	PEX21	GCD7	0.414581	0.036	0.63555449	0.23765075473886996	26.161541	0	YGR239C	YLR291C	False	False	True	True
YLR099C_YOR304C-A	ICT1	BIL1	0.97170055	0.208	0.75941223	0.7134771211790756	4.3626046	34	YLR099C	YOR304C-A	True	False	True	True
YEL013W_YGL068W	VAC8	MNP1	0.86404413	0.47	0.88570037	0.5881621351263515	10.191954	0	YEL013W	YGL068W	False	True	True	True
YJR084W_YPR045C	YJR084W	THP3	0.999601	0.541	0.90952562	0.8644480721263221	13.818357	63	YJR084W	YPR045C	False	False	False	True
YGR048W_YMR144W	UFD1	FDO1	0.96132284	0.207	0.75941223	0.4778113386060528	6.4684863	30	YGR048W	YMR144W	False	False	True	True
YGR235C_YML064C	MIC26	TEM1	0.486367	0.045	0.63555449	0.23136142886919736	24.95175	0	YGR235C	YML064C	False	False	True	True
YGL091C_YPL018W	NBP35	CTF19	0.3449241	0.054	0.63555449	0.2557958966506498	24.068989	0	YGL091C	YPL018W	False	False	True	True
YDR388W_YNL086W	RVS167	SNN1	0.9629309	0.2	0.75941223	0.46078817802384214	17.888632	19	YDR388W	YNL086W	False	False	False	True
YKL159C_YLR433C	RCN1	CNA1	0.9945313	0.463	0.88570037	0.7261634546503127	19.066723	116	YKL159C	YLR433C	False	False	False	True
YIL065C_YKR036C	FIS1	CAF4	0.9851372	0.516	0.90043139	0.7380491641611386	5.158408	100	YIL065C	YKR036C	True	False	False	False
YLR347C_YPL188W	KAP95	POS5	0.26037216	0.464	0.88570037	0.28859240158067445	26.175354	0	YLR347C	YPL188W	False	False	True	True
YER026C_YOL044W	CHO1	PEX15	0.37789452	0.025	0.55890174	0.215021957932988	25.714344	0	YER026C	YOL044W	False	False	True	True
YGR235C_YKL018C-A	MIC26	YKL018C-A	0.50063825	0.037	0.63555449	0.16282407600437715	22.378166	0	YGR235C	YKL018C-A	False	False	True	True
YLR119W_YLR291C	SRN2	GCD7	0.05744857	0.018	0.55890174	0.1929129864212385	50.0	0	YLR119W	YLR291C	False	False	True	True
YMR096W_YNL334C	SNZ1	SNO2	0.9998388	0.664	0.98128027	0.9296334102627469	2.2932696	91	YMR096W	YNL334C	False	False	True	True
YDR323C_YKL218C	PEP7	SRY1	0.8054627	0.143	0.71391784	0.5904353662640053	12.799369	0	YDR323C	YKL218C	False	False	True	True
YKL099C_YOL054W	UTP11	PSH1	0.7332726	0.145	0.71391784	0.28571898244756566	21.965515	0	YKL099C	YOL054W	False	False	True	True
YDL015C_YNR039C	TSC13	ZRG17	0.513448	0.133	0.70615739	0.2609960868880611	25.199574	0	YDL015C	YNR039C	False	False	True	True
YBR182C_YOR368W	SMP1	RAD17	0.8304465	0.359	0.84294946	0.49470249661518667	17.337214	0	YBR182C	YOR368W	False	False	True	True
YJR003C_YJR048W	MRX12	CYC1	0.4280386	0.099	0.66728511	0.3205125923108756	23.273014	0	YJR003C	YJR048W	False	False	True	True
YNR039C_YPR174C	ZRG17	YPR174C	0.5751859	0.062	0.63555449	0.24854788181530196	20.844578	0	YNR039C	YPR174C	False	False	True	True
YLR048W_YPL173W	RPS0B	MRPL40	0.25363734	0.069	0.63555449	0.2077834209795122	25.571404	0	YLR048W	YPL173W	False	False	True	True
YNL333W_YNL334C	SNZ2	SNO2	0.99989617	0.674	0.98128027	0.932585993566006	2.1693769	101	YNL333W	YNL334C	True	False	True	True
YER127W_YOR158W	LCP5	PET123	0.88509256	0.112	0.68635536	0.3012842022480077	20.983988	0	YER127W	YOR158W	False	False	True	True
YBR257W_YLR291C	POP4	GCD7	0.661909	0.083	0.66728511	0.3061325173538424	25.639526	0	YBR257W	YLR291C	False	False	True	True
YLR183C_YPL204W	TOS4	HRR25	0.8850655	0.272	0.80223507	0.54260392758586	22.716417	0	YLR183C	YPL204W	False	False	True	True
YKL078W_YLR291C	DHR2	GCD7	0.18402033	0.11	0.68635536	0.24498959579356153	27.05085	0	YKL078W	YLR291C	False	False	True	True
YBR087W_YJR068W	RFC5	RFC2	0.98470306	0.632	0.95333044	0.8519350506690327	5.7430773	103	YBR087W	YJR068W	True	False	False	False
YER146W_YNL075W	LSM5	IMP4	0.36897206	0.157	0.73044282	0.28673852584136184	22.448917	0	YER146W	YNL075W	False	False	True	True
YMR068W_YNL189W	AVO2	SRP1	0.954924	0.231	0.77766077	0.7031854242087792	20.85653	22	YMR068W	YNL189W	True	False	True	True
YKR037C_YLR423C	SPC34	ATG17	0.6577549	0.121	0.70615739	0.31513267427213254	26.208437	0	YKR037C	YLR423C	True	False	True	True
YGR034W_YPL208W	RPL26B	RKM1	0.6628457	0.154	0.71391784	0.4164550867025078	22.748726	0	YGR034W	YPL208W	False	False	True	True
YDL226C_YNR061C	GCS1	YNR061C	0.73039067	0.217	0.75941223	0.36640986314909496	20.84075	0	YDL226C	YNR061C	False	False	True	True
YGR074W_YOR194C	SMD1	TOA1	0.5170003	0.082	0.66728511	0.2160737359797769	22.548298	0	YGR074W	YOR194C	True	False	True	True
YGR052W_YPL173W	FMP48	MRPL40	0.5634034	0.123	0.70615739	0.3007239190336169	26.204014	0	YGR052W	YPL173W	False	False	True	True
YDR079C-A_YLR292C	TFB5	SEC72	0.6796061	0.109	0.68635536	0.26315447010663995	21.42114	0	YDR079C-A	YLR292C	False	False	True	True
YDL098C_YML064C	SNU23	TEM1	0.9706075	0.335	0.83367787	0.6862189069918505	13.709643	28	YDL098C	YML064C	False	False	True	True
YDR495C_YMR231W	VPS3	PEP5	0.9926135	0.484	0.8919553	0.34775764450394997	7.4110117	109	YDR495C	YMR231W	False	False	False	True
YGL117W_YNL116W	YGL117W	DMA2	0.67436373	0.149	0.71391784	0.25404498769581446	22.034061	0	YGL117W	YNL116W	False	False	True	True
YDR498C_YOR075W	SEC20	UFE1	0.9725671	0.412	0.87116417	0.4898656405323182	16.390232	50	YDR498C	YOR075W	False	False	False	False
YCL057C-A_YLR108C	MIC10	YLR108C	0.68478745	0.058	0.63555449	0.36623544486133836	21.139599	0	YCL057C-A	YLR108C	False	False	True	True
YDR255C_YMR135C	RMD5	GID8	0.99599856	0.359	0.84294946	0.6305432674328932	3.7471333	52	YDR255C	YMR135C	False	False	False	True
YFR027W_YOL054W	ECO1	PSH1	0.38941413	0.104	0.68635536	0.2224148562327033	26.741966	0	YFR027W	YOL054W	False	False	True	True
YDL226C_YML030W	GCS1	RCF1	0.3870088	0.053	0.63555449	0.20823123169719043	22.584799	0	YDL226C	YML030W	False	False	True	True
YJR015W_YPL096C-A	YJR015W	ERI1	0.302589	0.047	0.63555449	0.336642765094037	23.157928	0	YJR015W	YPL096C-A	False	True	True	True
YEL056W_YPL001W	HAT2	HAT1	0.9998262	0.595	0.93172991	0.906135588782028	3.3854625	82	YEL056W	YPL001W	False	False	False	False
YKR039W_YML132W	GAP1	COS3	0.20021474	0.114	0.68635536	0.2975372036574641	25.39732	0	YKR039W	YML132W	False	True	True	True
YER094C_YML003W	PUP3	YML003W	0.72865534	0.072	0.66728511	0.29341675790383	23.944956	0	YER094C	YML003W	False	False	True	True
YBR111C_YOR368W	YSA1	RAD17	0.7001138	0.115	0.68635536	0.30506386025587695	26.6857	0	YBR111C	YOR368W	False	False	True	True
YBL081W_YBR165W	YBL081W	UBS1	0.79339176	0.053	0.63555449	0.3260014652617254	25.940742	0	YBL081W	YBR165W	False	False	True	True
YGL019W_YPL173W	CKB1	MRPL40	0.24162403	0.052	0.63555449	0.16396273885985474	27.217438	0	YGL019W	YPL173W	False	False	True	True
YER094C_YLR119W	PUP3	SRN2	0.36871135	0.16	0.73044282	0.22195576316306626	23.156824	0	YER094C	YLR119W	False	False	True	True
YJR128W_YNL189W	YJR128W	SRP1	0.6439173	0.114	0.68635536	0.41314864274509655	25.758236	0	YJR128W	YNL189W	False	False	True	True
YDR295C_YLR117C	HDA2	CLF1	0.46157658	0.127	0.70615739	0.3019323992315932	24.834896	0	YDR295C	YLR117C	False	False	True	True
YER020W_YJL106W	GPA2	IME2	0.59007454	0.065	0.63555449	0.3476440619675216	22.239754	0	YER020W	YJL106W	False	False	False	True
YDR075W_YKL192C	PPH3	ACP1	0.41670132	0.088	0.66728511	0.3221877000074576	18.828415	0	YDR075W	YKL192C	False	False	True	True
YBR082C_YER068W	UBC4	MOT2	0.9971664	0.587	0.93172991	0.806314870557783	3.9354935	70	YBR082C	YER068W	False	False	False	False
YDL043C_YML064C	PRP11	TEM1	0.7672918	0.08	0.66728511	0.3651825739630663	17.167496	0	YDL043C	YML064C	False	False	True	True
