OrthoDB_ID	Yeast_ORF	Gene_Name	Description
1595957at2759	YIL065C	FIS1	MDV2 chromosome 9  9 241775 241308 C  2011-02-03 1994-12-10 Protein involved in mitochondrial fission and peroxisome abundance; may have a distinct role in tethering protein aggregates to mitochondria in order to retain them in the mother cell; required for localization of Dnm1p and Mdv1p during mitochondrial division; mediates ethanol-induced apoptosis and ethanol-induced mitochondrial fragmentation
1596051at2759	YDR469W	SDC1	SAF19|CPS25 chromosome 4  4 1399015 1399542 W  2011-02-03 1996-07-31 Subunit of the COMPASS (Set1C) complex; COMPASS methylates lysine 4 of histone H3 and is required in chromatin silencing at telomeres; contains a Dpy-30 domain that mediates interaction with Bre2p; similar to C. elegans and human DPY-30
1596132at2759	YNL024C-A	KSH1	 chromosome 14  14 586820 586602 C  2011-02-03 2003-07-29 Essential protein suggested to function early in the secretory pathway; inviability is suppressed by overexpression of Golgi protein Tvp23p; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and cytosol respectively; ortholog of human Kish
1596216at2759	YLR390W	ECM19	 chromosome 12 L000003894 12 903066 903404 W  2004-02-05 1996-07-31 Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
1596590at2759	YNL079C	TPM1	tropomyosin TPM1 chromosome 14 L000002328 14 479165 478566 C  2011-02-03 1996-07-31 Major isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; acetylated by the NatB complex and acetylated form binds actin most efficiently; TPM1 has a paralog, TPM2, that arose from the whole genome duplication
1596678at2759	YJL217W	REE1	 chromosome 10  10 23133 23729 W  1996-07-31 1996-07-31 Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle
1596724at2759	YPL166W	ATG29	 chromosome 16  16 237338 237979 W  2011-02-03 1996-07-31 Autophagy-specific protein; required for recruiting other ATG proteins to the pre-autophagosomal structure (PAS); interacts with Atg17p and localizas to the PAS in a manner interdependent with Atg17p and Cis1p; not conserved; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress
1596812at2759	YML113W	DAT1	 chromosome 13 L000000485 13 44045 44791 W  1996-07-31 1996-07-31 DNA binding protein that recognizes oligo(dA).oligo(dT) tracts; Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding; relocalizes to the cytosol in response to hypoxia; not essential for viability
1596923at2759	YDR130C	FIN1	 chromosome 4  4 716622 715747 C  2011-02-03 1996-07-31 Spindle pole body-related intermediate filament protein; forms cell cycle-specific filaments between spindle pole bodies in dividing cells; localizes to poles and microtubules of spindle during anaphase and contributes to spindle stability; involved in Glc7p localization and regulation; relative distribution to the nucleus increases upon DNA replication stress
1597494at2759	YGR206W	MVB12	ubiquitin-binding ESCRT-I subunit protein MVB12 chromosome 7  7 910432 910737 W  2011-02-03 1996-07-31 ESCRT-I subunit required to stabilize ESCRT-I core complex oligomers; the ESCRT-I core complex (Stp22p, Vps28p, Srn2p) is involved in ubiquitin-dependent sorting of proteins into the endosome; deletion mutant is sensitive to rapamycin and nystatin
1597658at2759	YEL073C		 chromosome 5  5 7553 7230 C  1996-07-31 1996-07-31 Putative protein of unknown function; located adjacent to ARS503 and the telomere on the left arm of chromosome V; regulated by inositol/choline
1598182at2759	YNR010W	CSE2	MED9 chromosome 14 L000000426 14 643744 644193 W  2011-02-03 1997-01-28 Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; component of the Middle domain of mediator; required for regulation of RNA polymerase II activity; relocalizes to the cytosol in response to hypoxia
1598222at2759	YNR022C	MRPL50	mitochondrial 54S ribosomal protein MRPL50 chromosome 14  14 670193 669774 C  2011-02-03 1997-01-28 Mitochondrial ribosomal protein of the large subunit; not essential for mitochondrial translation
1598414at2759	YER137C		 chromosome 5  5 441819 441373 C  2011-02-03 1996-07-31 Putative protein of unknown function
1598522at2759	YIL119C	RPI1	 chromosome 9 L000001697 9 137877 136654 C  2011-02-03 1994-12-10 Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF
1598552at2759	YMR149W	SWP1	dolichyl-diphosphooligosaccharide-protein glycotransferase chromosome 13 L000002255 13 560996 561856 W  2011-02-03 1996-07-31 Delta subunit of the oligosaccharyl transferase glycoprotein complex; complex is required for N-linked glycosylation of proteins in the endoplasmic reticulum
1598782at2759	YJR135C	MCM22	 chromosome 10 L000003999 10 676778 676059 C  2011-02-03 1996-07-31 Outer kinetochore protein and component of the Ctf3 subcomplex; binds to centromeric DNA in a Ctf19p-dependent manner; involved in chromosome segregation and minichromosome maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-K and fission yeast sim4
1598997at2759	YDL099W	BUG1	 chromosome 4  4 283419 284444 W  2004-02-11 1996-07-31 Cis-golgi localized protein involved in ER to Golgi transport; forms a complex with the mammalian GRASP65 homolog, Grh1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes
1599272at2759	YFR003C	YPI1	type 1 protein phosphatase-activating protein YPI1 chromosome 6  6 153124 152657 C  2011-02-03 1996-07-31 Regulatory subunit of the type I protein phosphatase (PP1) Glc7p; Glc7p participates in the regulation of a variety of metabolic processes including mitosis and glycogen metabolism; in vitro evidence suggests Ypi1p is an inhibitor of Glc7p while in vivo evidence suggests it is an activator; overproduction causes decreased cellular content of glycogen; partial depletion causes lithium sensitivity, while overproduction confers lithium-tolerance
1599858at2759	YGR079W		 chromosome 7  7 640720 641832 W  2011-02-03 1996-07-31 Putative protein of unknown function; YGR079W is not an essential gene
1600042at2759	YNL283C	WSC2	STA3 chromosome 14 L000004217 14 106695 105184 C  2005-11-07 1996-07-31 Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog, WSC3, that arose from the whole genome duplication
1600166at2759	YLR008C	PAM18	TIM14 chromosome 12  12 166083 165577 C  2011-02-03 1996-07-31 Subunit of the import motor (PAM complex); the PAM complex is a  component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); essential J-protein cochaperone that stimulates Ssc1p ATPase activity to drive import; inhibited by Pam16p
1600315at2759	YBR262C	MIC12	AIM5|MCS12|FMP51 chromosome 2  2 736040 735720 C  2011-02-03 1997-01-28 Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; forms a subcomplex with Mic10p and Mic27p whose assembly and stability requires cardiolipin
1600646at2759	YCR003W	MRPL32	mitochondrial 54S ribosomal protein YmL32|YmL32 chromosome 3 L000001169 3 118620 119171 W  2011-02-03 1997-01-28 Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress
1600677at2759	YPR182W	SMX3	mRNA splicing protein SMX3|Sm F|SmF chromosome 16 L000002786 16 900194 900454 W  2011-02-03 1996-07-31 Core Sm protein Sm F; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm F
1600752at2759	YLL042C	ATG10	E2-like conjugating enzyme|APG10 chromosome 12 L000004785 12 52590 52087 C  2011-02-03 1996-07-31 Conserved E2-like conjugating enzyme; mediates formation of the Atg12p-Atg5p conjugate, which is a critical step in autophagy
1601023at2759	YER004W	FMP52	 chromosome 5  5 159580 160275 W  2011-02-03 1996-07-31 Protein of unknown function; localized to the mitochondrial outer membrane; induced by treatment with 8-methoxypsoralen and UVA irradiation
1601090at2759	YKR006C	MRPL13	mitochondrial 54S ribosomal protein YmL13|YmL13|YK105 chromosome 11 L000001164|L0000 11 451217 450423 C  2011-02-03 2003-09-22|1996-07-31 Mitochondrial ribosomal protein of the large subunit; not essential for mitochondrial translation
1601180at2759	YGL082W		 chromosome 7  7 355827 356972 W  2011-02-03 1996-07-31 Putative protein of unknown function; predicted prenylation/proteolysis target of Afc1p and Rce1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; not an essential gene; YGL082W has a paralog, YPL191C, that arose from the whole genome duplication
1601198at2759	YEL005C	VAB2	VAB31 chromosome 5  5 146755 145907 C  2011-02-03 1996-07-31 Subunit of the BLOC-1 complex involved in endosomal maturation; interacts with Vps21p-GFP; has potential role in vacuolar function, as suggested by its ability to bind Vac8p; likely member of; Vab2p-GFP-fusion localizes to cytoplasm in punctate pattern
1601301at2759	YBL029W		 chromosome 2  2 166134 167264 W  2011-02-03 1997-01-28 Non-essential protein of unknown function
1601482at2759	YHR121W	LSM12	 chromosome 8  8 352756 353319 W  2011-02-03 1996-07-31 Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS; relative distribution to the nucleus increases upon DNA replication stress
1601909at2759	YBR163W	EXO5	DEM1 chromosome 2  2 565723 567480 W  2011-02-03 1997-01-28 Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2
1602342at2759	YFR036W	CDC26	anaphase promoting complex subunit CDC26|SCD26|HIT3 chromosome 6 L000000265|L0000 6 226963 227337 W 52.0 2011-02-03 1996-07-31 Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; relocalizes to the cytosol in response to hypoxia
1602364at2759	YBR253W	SRB6	MED22 chromosome 2 L000002053 2 723270 723635 W  2011-02-03 1997-01-28 Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
1602458at2759	YGL054C	ERV14	cornichon family protein chromosome 7 L000004816 7 401287 400871 C  2011-02-03 1996-07-31 COPII-coated vesicle protein; involved in vesicle formation and incorporation of specific secretory cargo; required for the delivery of bud-site selection protein Axl2p and Nha1p antiporter to cell surface; related to Drosophila cornichon; ERV14 has a paralog, ERV15, that arose from the whole genome duplication
1602687at2759	YDR043C	NRG1	transcriptional regulator NRG1 chromosome 4 L000004598 4 543369 542674 C  2011-02-03 1996-07-31 Transcriptional repressor; recruits the Cyc8p-Tup1p complex to promoters; mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response; activated in stochastic pulses of nuclear localization in response to low glucose
1602713at2759	YBR107C	IML3	MCM19 chromosome 2 L000004778 2 454530 453793 C  2011-02-03 1997-01-28 Outer kinetochore protein and component of the Ctf19 complex; involved in the establishment of pericentromeric cohesion during mitosis; prevents non-disjunction of sister chromatids during meiosis II; forms a stable complex with Chl4p; required for localization of Sgo1p to pericentric sites during meiosis I; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-L and fission yeast fta1
1603111at2759	YDL076C	RXT3	 chromosome 4  4 321552 320668 C  2004-02-11 1996-07-31 Component of the Rpd3L histone deacetylase complex; involved in histone deacetylation; protein abundance increases in response to DNA replication stress
1603160at2759	YDR227W	SIR4	chromatin-silencing protein SIR4|UTH2|STE9|ASD1 chromosome 4 L000001897 4 917571 921647 W 128.0 2011-02-03 1996-07-31 SIR protein involved in assembly of silent chromatin domains; silent information regulator (SIR) along with SIR2 and SIR3; involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; some alleles of SIR4 prolong lifespan; required for telomere hypercluster formation in quiescent yeast cells
1603415at2759	YCL058W-A	ADF1	 chromosome 3  3 23584 23925 W  2006-01-11 2003-07-29|2006-01-11 Transcriptional repressor encoded by the FYV5 antisense strand; negatively regulates transcription of FYV5 by binding to the promoter on the sense strand
